id,mol_weight,formula
C02185,206.2808,C13H18O2
C03170,721.8464,C27H47N9O10S2
C06167,328.3823,C19H22NO4
C21370,325.3585,C19H19NO4
C02982,328.5298,C20H40O3
C11832,612.9574,C35H32MgN4O5
C05490,344.4446,C21H28O4
C16581,,C5H7O5R
C05949,334.4498,C20H30O4
C04089,548.2865,C15H22N2O16P2
C02771,248.3175,C15H20O3
C02774,188.264,C10H20O3
C03676,158.1088,C6H6O5
C05669,119.0761,C3H5NO4
C14145,911.6594,C27H44N7O20P3S
C03595,1056.0016,C41H68N7O17P3S
C02943,468.668,C30H44O4
C11951,152.2334,C10H16O
C09859,152.2334,C10H16O
C02796,145.158,C9H7NO
C02991,162.1406,C6H10O5
C04105,142.1094,C6H6O4
C03567,272.2528,C15H12O5
C02648,84.0734,C4H4O2
C03453,158.1088,C6H6O5
C06589,188.2225,C12H12O2
C05273,975.8739,C35H60N7O17P3S
C06736,975.8739,C35H60N7O17P3S
C14785,160.1693,C10H8O2
C03098,149.2129,C8H7NS
C06440,176.1241,C6H8O6
C03926,178.14,C6H10O6
C03273,116.1152,C5H8O3
C07103,124.0942,C6H4O3
C05315,352.4037,C21H22NO4
C05909,322.2669,C15H14O8
C04592,126.1531,C7H10O2
C17203,176.2151,C10H12N2O
C03864,160.2108,C8H16O3
C03448,168.2328,C10H16O2
C21617,134.0874,C4H6O5
C03351,124.1372,C7H8O2
C06451,126.0483,C2H7O4P
C04108,330.4611,C21H30O3
C05485,332.477,C21H32O3
C18040,332.477,C21H32O3
C18314,200.1455,C8H8O6
C04783,200.1455,C8H8O6
C03817,156.1393,C6H8N2O3
C04118,341.4009,C20H23NO4
C04405,867.6499,C26H44N7O18P3S
C03494,202.0997,C4H11O7P
C18933,245.875,C6Cl4O2
C03894,156.0743,C3H9O5P
C04522,176.5545,C6H5ClO4
C05375,186.1189,C7H6O6
C18041,318.4935,C21H34O2
C04404,144.1684,C7H12O3
C20781,160.1247,C6H8O5
C04445,145.1796,C5H7NO2S
C04625,210.9996,C6H4Cl2O4
C04561,208.2536,C12H16O3
C11588,184.1892,C9H12O4
C04586,204.2203,C9H16O5
C16221,,C18H33OSR
C04559,156.136,C7H8O4
C04411,176.1672,C7H12O5
C04673,219.1952,C7H13N3O5
C04434,202.1183,C7H6O7
C04377,788.6934,C31H45N6O16P
C05111,400.6801,C28H48O
C15777,398.6642,C28H46O
C18311,156.136,C7H8O4
C20395,619.3213,C17H23N3O18P2
C04742,320.4663,C20H32O3
C21678,382.4528,C22H26N2O4
C20768,591.3543,C17H27N3O16P2
C05744,,C4H5O2SR
C05750,,C8H13O2SR
C05762,,C16H29O2SR
C04741,354.481,C20H34O5
C04687,160.1678,C7H12O4
C04686,336.4657,C20H32O4
C05759,,C14H25O2SR
C15667,339.1959,C9H14N3O9P
C05460,1198.1541,C48H78N7O20P3S
C05926,253.2147,C9H11N5O4
C21007,257.2465,C9H15N5O4
C04883,291.3853,C17H25NO3
C04916,577.331,C15H25N5O15P2
C15816,396.6484,C28H44O
C05437,384.6377,C27H44O
C11455,410.6749,C29H46O
C20612,571.3264,C16H23N5O14P2
C05140,302.4079,C19H26O3
C05300,286.3655,C18H22O3
C06162,332.3295,C20H14NO4
C06327,362.3554,C21H16NO5
C05758,,C12H21OSR
C05259,1019.9264,C37H64N7O18P3S
C05265,935.767,C31H52N7O18P3S
C05269,879.6606,C27H44N7O18P3S
C05271,863.6612,C27H44N7O17P3S
C05275,919.7676,C31H52N7O17P3S
C05280,945.8048,C33H54N7O17P3S
C05285,300.3921,C19H24O3
C15306,304.4238,C19H28O3
C05296,302.4079,C19H26O3
C11850,891.4731,C55H70MgN4O5
C18151,909.4884,C55H72MgN4O6
C06165,392.3814,C22H18NO6
C14146,538.8885,C40H58
C16291,538.8885,C40H58
C15907,538.8885,C40H58
C05445,418.6523,C27H46O3
C05449,1198.1541,C48H78N7O20P3S
C05467,1214.1535,C48H78N7O21P3S
C05454,420.6682,C27H48O3
C17339,416.6365,C27H44O3
C05481,366.4917,C21H34O5
C05482,368.5075,C21H36O5
C05474,364.4758,C21H32O5
C05483,350.4923,C21H34O4
C05488,346.4605,C21H30O4
C05662,206.1501,C7H10O7
C12837,146.5716,C6H7ClO2
C05907,290.2681,C15H14O6
C05656,255.181,C10H9NO7
C05989,837.5809,C24H38N7O18P3S
C05718,,C2H2NO3R
C21114,,C16H29OSR
C21115,,C16H29OSR
C09320,274.2687,C15H14O5
C12128,274.2687,C15H14O5
C06562,290.2681,C15H14O6
C12316,304.2516,C15H12O7
C12127,306.2675,C15H14O7
C06148,513.1856,C9H18N5O14P3
C05955,334.4498,C20H30O4
C05962,368.4645,C20H32O6
C05964,368.4645,C20H32O6
C18324,881.6335,C26H42N7O19P3S
C06103,132.1577,C6H12O3
C06172,297.3484,C18H19NO3
C06204,192.1681,C10H8O4
C06320,894.9168,C44H54N4O16
C09809,873.6561,C28H42N7O17P3S
C17336,416.6365,C27H44O3
C17946,196.0521,C4H5O7P
C16300,276.4137,C18H28O2
C12083,302.451,C20H30O2
C17943,110.0059,CH3O4P
C20889,192.1235,C6H8O7
C07326,164.1565,C6H12O5
C10138,125.2114,C8H15N
C16728,322.4009,C20H22N2O2
C16726,292.3749,C19H20N2O
C06538,212.2472,C13H12N2O
C09243,216.2789,C13H16N2O
C21104,176.9849,C6H2Cl2O2
C06613,90.5083,C3H3ClO
C11930,528.2984,C16H22N2O14P2
C06662,199.1608,C8H9NO5
C06676,222.1726,C6H6O7S
C06679,186.1851,C7H6O4S
C06715,923.6701,C28H44N7O20P3S
C18235,516.5173,C18H32N2O13S
C06722,216.2557,C12H8O2S
C06726,193.1992,C10H11NO3
C06728,138.1638,C8H10O2
C06758,120.1485,C8H8O
C16737,178.14,C6H10O6
C21103,176.9849,C6H2Cl2O2
C21105,158.5392,C6H3ClO3
C07113,120.1485,C8H8O
C16653,142.1956,C8H14O2
C16654,142.1956,C8H14O2
C07216,122.1644,C8H10O
C15854,,C11H20N4O2R2
C07288,128.212,C8H16O
C07329,86.1323,C5H10O
C10157,335.4394,C22H25NO2
C14866,147.3877,C2HCl3O
C07644,275.0695,C7H13Cl2N2O3P
C16551,279.1012,C7H17Cl2N2O3P
C16310,98.143,C6H10O
C08584,584.8708,C40H56O3
C16276,536.8726,C40H56
C15867,534.8568,C40H54
C20787,560.7187,C32H48O8
C15783,410.6749,C29H46O
C20457,237.3196,C16H17N2
C20379,254.3269,C16H18N2O
C20297,415.4364,C22H25NO7
C21600,401.4098,C21H23NO7
C15514,280.3163,C15H20O5
C15971,282.3322,C15H22O5
C16415,274.2687,C15H14O5
C16405,302.2788,C16H14O6
C12123,254.2375,C15H10O4
C16423,580.5346,C27H32O14
C09823,877.6878,C28H46N7O17P3S
C09813,891.6713,C28H44N7O18P3S
C09820,971.7129,C32H44N7O20P3S
C09825,907.6707,C28H44N7O19P3S
C16404,256.2534,C15H12O4
C09849,156.2652,C10H20O
C11941,152.2334,C10H16O
C20261,154.2493,C10H18O
C18360,304.2946,C16H16O6
C12135,300.2629,C16H12O6
C19727,298.247,C16H10O6
C18167,362.4168,C20H26O6
C21191,356.3692,C20H20O6
C13638,138.1638,C8H10O2
C12206,166.1739,C9H10O3
C20443,128.1259,C6H8O3
C11400,154.2493,C10H18O
C11430,194.2286,C14H10O
C12481,562.3561,C17H28N2O15P2
C11497,198.2605,C5H10O4S2
C15776,412.6908,C29H48O
C11543,954.8579,C44H55CoN4O16
C11635,294.3908,C19H22N2O
C11862,362.4168,C20H26O6
C11866,314.3756,C19H22O4
C11867,330.375,C19H22O5
C21073,557.3827,C18H29N3O13P2
C21071,544.3409,C17H26N2O14P2
C14540,695.7527,C37H45NO12
C21024,,C19H36NO4R
C16703,271.3111,C16H17NO3
C14721,639.7325,C35H45NO10
C21405,271.3111,C16H17NO3
C12205,196.1999,C10H12O4
C14722,653.716,C35H43NO11
C18711,1083.1296,C52H74O24
C12418,398.3628,C21H18O8
C12442,,C19H22NO10SR
C20371,197.231,C10H15NO3
C12832,215.4617,C6H5Cl3O2
C13456,250.3334,C15H22O3
C20593,437.5711,C27H35NO4
C14084,174.1959,C11H10O2
C14093,204.1788,C11H8O4
C14105,190.1953,C11H10O3
C18215,216.2326,C13H12O3
C20441,98.0999,C5H6O2
C18267,218.25,C16H10O
C14849,268.3087,C20H12O
C14604,125.1253,C6H7NO2
C18351,125.1253,C6H7NO2
C14765,294.429,C18H30O3
C14841,173.0073,C6H5BrO
C14844,191.0226,C6H7BrO2
C14845,189.0067,C6H5BrO2
C14875,351.376,C12H21N3O7S
C15486,302.2805,C12H18N2O7
C17331,416.6365,C27H44O3
C17332,416.6365,C27H44O3
C21418,242.2699,C15H14O3
C15651,242.1867,C6H11O6PS
C15781,398.6642,C28H46O
C15792,446.6624,C28H46O4
C16253,430.663,C28H46O3
C15860,552.872,C40H56O
C15932,600.8702,C40H56O4
C16390,162.1406,C6H10O5
C16163,1025.9326,C39H62N7O17P3S
C16165,1051.9698,C41H64N7O17P3S
C21083,1053.9857,C41H66N7O17P3S
C21082,1056.0016,C41H68N7O17P3S
C16227,300.2629,C16H12O6
C16279,582.898,C41H58O2
C16311,212.2854,C12H20O3
C16376,1120.0438,C45H68N7O18P3S
C16389,1122.0597,C45H70N7O18P3S
C16414,199.1641,C7H9N3O4
C16447,353.3736,C15H23N5O5
C16470,877.6878,C28H46N7O17P3S
C16471,891.6713,C28H44N7O18P3S
C16483,130.117,C6H7FO2
C16476,160.0999,C6H5FO4
C16509,414.6206,C27H42O3
C16541,628.9568,C35H32MgN4O6
C16554,275.0695,C7H13Cl2N2O3P
C16558,279.1012,C7H17Cl2N2O3P
C16564,778.9408,C30H54N10O10S2
C16596,191.1834,C10H9NO3
C16656,140.1797,C8H12O2
C16655,158.195,C8H14O3
C16652,158.195,C8H14O3
C21634,257.2845,C15H15NO3
C17337,430.62,C27H42O4
C17581,161.1558,C6H11NO4
C17589,613.6126,C23H43N5O14
C20222,168.2328,C10H16O2
C20223,168.2328,C10H16O2
C21265,453.4415,C17H31N3O11
C18016,316.4345,C20H28O3
C18135,260.3282,C16H20O3
C18220,286.4516,C20H30O
C18222,286.4516,C20H30O
C18262,248.276,C17H12O2
C18265,234.2494,C16H10O2
C18266,234.2494,C16H10O2
C18279,284.3081,C20H12O2
C18278,284.3081,C20H12O2
C18307,174.1513,C7H10O5
C18328,,C16H19O8SR
C18331,,C20H23O10SR
C18334,,C21H25O10SR
C18639,809.852,C42H51NO15
C19591,348.3041,C17H16O8
C19592,348.3041,C17H16O8
C19688,236.6544,C11H9ClN2O2
C19826,144.1253,C6H8O4
C20378,,C8H11O3SR
C19932,350.411,C21H22N2O3
C19934,302.3649,C18H22O4
C20062,901.6662,C29H42N7O18P3S
C20262,218.3346,C15H22O
C20325,220.3505,C15H24O
C20369,909.2641,C55H89O8P
C20403,250.3334,C15H22O3
C20900,142.1094,C6H6O4
C20901,158.1088,C6H6O5
C20502,386.3521,C20H18O8
C20508,360.3148,C18H16O8
C20521,258.3156,C15H18N2O2
C20552,517.6558,C32H39NO5
C20609,106.5077,C3H3ClO2
C21251,483.4675,C18H33N3O12
C20718,126.11,C6H6O3
C20809,85.1475,C5H11N
C20823,256.3213,C11H16N2O3S
C20944,150.2176,C10H14O
C20960,212.0945,C5H9O7P
C21023,,C19H32NO3R
C21087,200.1886,C9H12O5
C21142,397.5503,C25H35NO3
C21256,305.3275,C12H23N3O6
C21257,305.3275,C12H23N3O6
C21259,306.3586,C12H26N4O5
C21263,614.5974,C23H42N4O15
C21289,217.2206,C12H11NO3
C21353,516.2877,C15H22N2O14P2
C21381,223.2466,C15H11O2
C21527,787.2491,C56H82O2
C21530,,C18H29OR
C21532,,C18H27OR
C21651,,C3H2O3R2
C21668,,C7H9O4R
C21683,352.4269,C21H24N2O3
C21739,240.254,C15H12O3
C21774,,C7H8O7PR
C02949,887.6396,C28H40N7O18P3S
C06625,852.5955,C24H39N8O18P3S
C05117,852.6386,C25H43N8O17P3S
C21470,1136.0432,C45H68N7O19P3S
C21472,1120.0438,C45H68N7O18P3S
C21005,1047.9796,C39H68N7O18P3S
C21006,1045.9637,C39H66N7O18P3S
C14118,1023.7875,C36H48N7O20P3S
C16296,947.8619,C44H51O23
C01457,916.1001,C46H77NO17
C17401,933.7757,C43H46CoN4O16
C16244,924.875,C44H57CoN4O14
C16293,917.836,C43H49O22
C07303,961.7181,C31H46N7O20P3S
C05772,878.8743,C43H50N4O16
C20321,947.7346,C31H48N7O19P3S
C11936,949.7505,C31H50N7O19P3S
C15983,,C53H78O8(CH2)n
C20652,,C17H23N6O10P(C5H8O6PR)n(C5H8O6PR)n
C20659,,C19H27N6O10P(C5H8O6PR)n(C5H8O6PR)n
C20661,,C18H25N6O11P(C5H8O6PR)n(C5H8O6PR)n
C20754,,C15H21N6O11PS(C5H8O6PR)n(C5H8O6PR)n
C11641,792.9588,C46H56N4O8
C19946,919.6814,C29H44N7O19P3S
C21313,915.6927,C30H44N7O18P3S
C03231,893.6442,C27H42N7O19P3S
C05195,887.6396,C28H40N7O18P3S
C19684,887.6396,C28H40N7O18P3S
C18323,879.6176,C26H40N7O19P3S
C03226,781.1999,C53H80O4
C03058,897.6329,C26H42N7O20P3S
C19683,877.6448,C27H42N7O18P3S
C21081,903.639,C28H40N7O19P3S
C20750,911.7257,C28H50N8O18P3S
C15937,759.0652,C48H70O7
C17570,737.1904,C52H80O2
C20968,885.6884,C25H42N7O18P3S2
C21090,863.6612,C27H44N7O17P3S
C02335,838.612,C24H41N8O17P3S
C04488,790.7092,C31H47N6O16P
C11062,853.6234,C25H42N7O18P3S
C04047,853.6234,C25H42N7O18P3S
C17569,727.1095,C49H74O4
C11461,561.3714,C17H29N3O14P2
C15941,731.012,C46H66O7
C16524,749.8001,C40H47NO13
C18073,735.7768,C38H45N3O12
C06653,717.9274,C37H67NO12
C04489,717.6838,C30H39N9O12
C18847,711.8797,C37H61NO12
C21268,494.5365,C20H38N4O10
C21363,547.3448,C16H27N3O14P2
C05812,669.0734,C47H72O2
C14727,683.742,C36H45NO12
C21267,480.5099,C19H36N4O10
C16691,,C10H16N5O8P(C5H8O5PR)n(C5H8O5PR)n
C03391,,C11H16N5O6P(C5H8O5PR)n(C5H8O5PR)n
C04381,,C10H16N5O7P(C5H8O5PR)n(C5H8O5PR)n
C18154,632.9885,C35H36MgN4O6
C04644,1184.1706,C48H80N7O19P3S
C20977,646.5927,C31H34O15
C18076,708.426,C20H26N10O15P2
C02967,,C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n
C03110,,C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n
C03860,423.4237,C17H25N7O6
C11829,614.9733,C35H34MgN4O5
C18299,432.8112,C20H17ClN2O7
C20773,413.3841,C19H19N5O6
C20762,,C93H156NO40P3(C24H40O20)n
C20840,1164.1394,C48H76N7O18P3S
C21434,617.0322,C36H40MgN4O4
C15881,596.9246,C42H60O2
C15888,600.9564,C42H64O2
C15905,600.9133,C41H60O3
C16284,600.8702,C40H56O4
C21582,,C31H26MgN4O5(R1)(R2)
C21433,603.0056,C35H38MgN4O4
C03691,630.4505,C20H31N4O17P
C18003,599.6291,C23H45N5O13
C04459,,(C22H34O18)n
C17568,590.8754,C39H58O4
C08601,568.8714,C40H56O2
C20760,581.7379,C31H51NO9
C12629,592.5453,C28H32O14
C15895,570.9304,C41H62O
C15902,586.9298,C41H62O2
C21431,574.9525,C33H34MgN4O4
C19894,572.9032,C40H60O2
C21432,588.979,C34H36MgN4O4
C04712,414.3871,C16H18N2O9S
C15560,1142.0908,C45H74N7O19P3S
C13425,546.8229,C37H54O3
C15981,552.872,C40H56O
C12473,590.0181,C29H32ClNO10
C12476,569.5996,C30H35NO10
C21426,,C30H24MgN4O3(R1)(R2)
C04425,398.4142,C15H20N5O6S
C00976,619.3246,C16H23N5O17P2
C21449,1126.0914,C45H74N7O18P3S
C03431,385.3956,C14H19N5O6S
C04792,,C27H52NO9PR
C05802,532.8393,C37H56O2
C16529,1118.1556,C45H82N7O17P3S
C16532,1116.1397,C45H80N7O17P3S
C19701,570.3775,C27H21Cl2N3O7
C12432,513.4933,C26H27NO10
C03905,,C9H14N4O5R2(C2H2NOR)n
C07032,513.5462,C24H31N7O6
C19892,482.7391,C35H46O
C11992,530.6481,C27H46O10
C11999,525.6747,C28H47NO8
C20739,525.6747,C28H47NO8
C12431,515.5092,C26H29NO10
C20153,520.6118,C28H40O9
C20766,575.398,C18H31N3O14P2
C16717,488.5269,C26H32O9
C21350,562.3561,C17H28N2O15P2
C04725,,(C19H32O15)n
C21348,563.3442,C16H27N3O15P2
C11813,491.4878,C24H29NO10
C12412,486.4679,C25H26O10
C19786,520.5373,C19H36N8O9
C04251,490.5428,C26H34O9
C16500,496.6335,C27H44O8
C16718,488.5269,C26H32O9
C15516,515.703,C26H45NO7S
C16528,1090.1024,C43H78N7O17P3S
C16531,1088.0865,C43H76N7O17P3S
C11051,496.6765,C28H48O7
C11817,459.623,C29H37N3O2
C09421,480.6389,C29H40N2O4
C16157,978.4123,C60H100NO7P
C16513,330.5042,C22H34O2
C16527,332.52,C22H36O2
C16645,1086.0706,C43H74N7O17P3S
C21395,529.3726,C17H29N3O12P2
C03832,649.9424,C15H9I3O5
C12392,307.3001,C18H13NO4
C16499,480.6341,C27H44O7
C02864,457.483,C21H27N7O5
C05849,466.6951,C31H46O3
C20806,466.6951,C31H46O3
C20511,454.6844,C30H46O3
C18032,514.3149,C16H24N2O13P2
C21128,438.4779,C26H22N4O3
C21584,452.5857,C27H36N2O4
C12139,479.4108,C22H23O12
C12407,468.4527,C25H24O9
C19873,480.6771,C28H48O6
C18778,468.4527,C25H24O9
C20135,492.0043,C26H34ClNO6
C20716,476.7315,C30H52O4
C21355,531.3454,C16H27N3O13P2
C16495,448.6353,C27H44O5
C00943,330.1907,C10H11N4O7P
C02060,1062.0492,C41H74N7O17P3S
C05990,462.4035,C22H22O11
C06425,312.5304,C20H40O2
C13309,436.6692,C30H44O2
C18296,458.4181,C22H22N2O9
C21084,438.685,C30H46O2
C04748,,C21H35N2O3SR(C2H2NOR)n
C12141,463.4114,C22H23O11
C19733,442.7168,C30H50O2
C11995,469.6114,C25H43NO7
C11996,469.6114,C25H43NO7
C17733,464.6777,C28H48O5
C15803,466.6936,C28H50O5
C16522,306.4828,C20H34O2
C16525,308.4986,C20H36O2
C16530,1060.0334,C41H72N7O17P3S
C16612,295.3077,C18H14FNO2
C20946,440.7009,C30H48O2
C20510,456.7003,C30H48O3
C20543,453.5705,C27H35NO5
C20587,435.5983,C28H37NO3
C21324,1055.8294,C37H52N7O21P3S
C21591,457.4731,C24H27NO8
C21266,454.4727,C17H34N4O10
C08830,440.744,C31H52O
C19732,442.7168,C30H50O2
C19942,442.7168,C30H50O2
C20945,442.7168,C30H50O2
C20531,419.5558,C27H33NO3
C19839,416.638,C30H40O
C20813,457.541,C20H31N3O7S
C20536,437.6142,C28H39NO3
C20554,433.5393,C27H31NO4
C21768,430.6215,C30H38O2
C18231,432.6359,C27H44O4
C02483,416.6795,C28H48O2
C14152,416.6795,C28H48O2
C21436,412.3927,C21H20N2O7
C15782,412.6908,C29H48O
C12371,422.3842,C23H18O8
C14155,410.6319,C28H42O2
C20529,421.6148,C28H39NO2
C20535,421.5717,C27H35NO3
C04318,400.4681,C22H28N2O5
C04416,414.6636,C28H46O2
C05425,420.6682,C27H48O3
C05502,402.6529,C27H46O2
C15610,402.6529,C27H46O2
C06569,432.4057,C15H20N4O9S
C12378,408.3576,C22H16O8
C18632,414.3622,C21H18O9
C12422,410.3735,C22H18O8
C14156,396.6053,C27H40O2
C15883,416.6795,C28H48O2
C20526,405.6154,C28H39NO
C20738,410.6319,C28H42O2
C21304,398.6212,C27H42O2
C19787,298.3183,C11H14N4O4S
C19670,281.4766,C18H35NO
C21456,,C7H11N2O5R(C2H2NOR)n
C04640,313.2017,C8H16N3O8P
C04462,289.2387,C11H15NO8
C19889,,C11H20N3O5R
C20143,400.6371,C27H44O2
C11637,390.5561,C24H38O4
C05443,384.6377,C27H44O
C16547,373.4874,C25H27NO2
C05424,404.6688,C27H48O2
C16544,387.514,C26H29NO2
C16545,387.514,C26H29NO2
C10553,400.3787,C21H20O8
C21184,386.3952,C21H22O7
C12375,394.3311,C21H14O8
C12416,382.3204,C20H14O8
C20629,381.3787,C21H19NO6
C15569,386.5244,C24H34O4
C21319,,C12H24NO13P2R
C21331,395.5344,C25H33NO3
C21648,391.3785,C17H21N5O6
C21153,1659.5617,C72H101CoN18O20P2
C19877,1705.8635,C76H143N2O33P3
C06635,402.5222,C21H38O7
C15515,392.572,C24H40O4
C11675,366.4534,C22H26N2O3
C04908,340.2156,C14H18N3O2.
C12373,380.3475,C21H16O7
C14116,1007.7881,C36H48N7O19P3S
C16549,373.4874,C25H27NO2
C16709,385.4535,C22H27NO5
C16714,385.4535,C22H27NO5
C20279,273.3287,C12H23N3O4
C20607,381.4681,C22H27N3O3
C20951,,C10H18N3O5R
C21465,,C6H10N3O4R(C2H2NOR)n
C01274,804.6928,C31H45N6O17P
C02549,374.3845,C20H22O7
C01957,374.3399,C16H22O10
C05190,369.368,C20H19NO6
C05247,349.3368,C20H15NO5
C18295,351.3096,C19H13NO6
C16712,357.4003,C20H23NO5
C11677,368.4263,C21H24N2O4
C21492,368.423,C22H24O5
C16548,343.4614,C24H25NO
C21134,357.3621,C21H15N3O3
C05512,252.2267,C10H12N4O4
C21772,1029.8417,C32H42N9O18P3S3
C21102,252.2267,C10H12N4O4
C05497,346.4605,C21H30O4
C11807,334.4116,C21H22N2O2
C11861,346.4174,C20H26O5
C04581,346.2883,C17H14O8
C18062,359.2855,C14H17NO10
C11860,348.4333,C20H28O5
C20771,341.4009,C20H23NO4
C11673,374.3399,C16H22O10
C20151,362.503,C22H34O4
C18024,356.3692,C20H20O6
C19625,370.5665,C22H42O4
C04258,,C18H28N2O13PSR3(C5H8O6PR)n
C18641,571.5724,C29H33NO11
C00798,795.5442,C22H36N7O17P3S
C01346,388.1618,C9H14N2O11P2
C00705,387.177,C9H15N3O10P2
C02333,238.2001,C9H10N4O4
C03686,338.3109,C19H14O6
C04444,344.3154,C18H16O7
C16720,,C13H19N5O4R2
C09555,343.4168,C20H25NO4
C21491,344.4247,C20H26NO4
C04853,352.4651,C20H32O5
C20445,326.3002,C18H14O6
C04849,336.4657,C20H32O4
C06163,338.3771,C20H20NO4
C05230,324.3704,C20H20O4
C11905,332.4339,C20H28O4
C15612,351.3942,C18H25NO6
C14815,334.4498,C20H30O4
C20855,344.4877,C22H32O3
C16607,340.3913,C20H21FN2O2
C18037,330.375,C19H22O5
C17591,327.3743,C19H21NO4
C19807,344.3154,C18H16O7
C12633,332.2617,C16H12O8
C20633,346.4174,C20H26O5
C17147,354.3087,C16H18O9
C12402,338.3109,C19H14O6
C16635,245.2077,C9H12FN3O4
C14782,354.481,C20H34O5
C14811,354.481,C20H34O5
C14814,354.481,C20H34O5
C16662,325.4446,C21H27NO2
C19594,344.2724,C17H12O8
C18679,324.3273,C19H16O5
C19588,346.2883,C17H14O8
C20838,987.7985,C34H52N7O19P3S
C20842,981.7508,C34H46N7O19P3S
C21165,,C20H36NO3R
C21163,335.312,C15H17N3O6
C21631,343.4168,C20H25NO4
C20689,555.573,C29H33NO10
C00647,248.173,C8H13N2O5P
C01893,243.3259,C10H17N3O2S
C04734,366.2213,C10H15N4O9P
C00942,345.2053,C10H12N5O7P
C11355,225.198,C10H11NO5
C00826,227.2139,C10H13NO5
C03027,330.4611,C21H30O3
C15364,330.4611,C21H30O3
C00881,227.2172,C9H13N3O4
C03022,,C7H12N4O3R2
C05646,219.1935,C11H9NO4
C03683,310.2577,C17H10O6
C04443,316.2623,C16H12O7
C18038,332.477,C21H32O3
C03160,971.7129,C32H44N7O20P3S
C05645,223.1822,C10H9NO5
C10434,336.2934,C16H16O8
C03748,330.4611,C21H30O3
C05932,231.2026,C9H13NO6
C04379,328.4452,C21H28O3
C04527,332.2617,C16H12O8
C16615,378.2982,C11H15N4O7PS
C04932,1325.727,C68H129N2O20P
C16672,352.4054,C16H20N2O5S
C05652,223.1822,C10H9NO5
C14717,316.4345,C20H28O3
C06194,345.2053,C10H12N5O7P
C06392,314.4617,C21H30O2
C11810,312.4061,C19H24N2O2
C19585,328.273,C17H12O7
C19739,316.2623,C16H12O7
C20632,330.418,C20H26O4
C11876,334.4498,C20H30O4
C14772,338.4816,C20H34O4
C14773,338.4816,C20H34O4
C14774,338.4816,C20H34O4
C14775,338.4816,C20H34O4
C21164,321.2854,C14H15N3O6
C21333,237.2072,C8H15NO7
C21463,2484.8138,C114H214N4O45P4
C14748,320.4663,C20H32O3
C14749,320.4663,C20H32O3
C14778,320.4663,C20H32O3
C17562,,C13H16O4(C5H8)n
C16677,316.4345,C20H28O3
C16679,316.4345,C20H28O3
C16680,316.4345,C20H28O3
C05818,,C15H14O2(C5H8)n
C02353,329.2059,C10H12N5O6P
C04676,302.4079,C19H26O3
C06517,301.3371,C17H19NO4
C19847,,C15H16O2(C5H8)n
C19621,332.4754,C18H36O5
C16230,300.2629,C16H12O6
C18275,286.324,C20H14O2
C19559,306.3551,C20H18O3
C21173,2361.7661,C112H208N3O42P3
C21462,2361.7661,C112H208N3O42P3
C20759,1233.3651,C58H44Cl3N7O18
C00977,203.2404,C11H13N3O
C04308,,C9H16NO8PR2
C03410,325.2693,C11H19NO10
C05290,302.4079,C19H26O3
C01252,207.1828,C10H9NO4
C05294,304.4238,C19H28O3
C21296,304.4238,C19H28O3
C03325,305.3688,C17H23NO4
C04293,300.2629,C16H12O6
C15547,953.6977,C32H42N7O19P3S
C16319,292.4131,C18H28O3
C06161,285.3377,C17H19NO3
C06348,285.3377,C17H19NO3
C05911,304.2516,C15H12O7
C10098,300.2629,C16H12O6
C20567,317.1952,C9H12N5O6P
C16576,285.3377,C17H19NO3
C14829,314.4602,C18H34O4
C16339,959.7884,C33H52N7O18P3S
C08577,302.2357,C15H10O7
C13273,306.4828,C20H34O2
C20329,304.4669,C20H32O2
C11889,302.451,C20H30O2
C11888,302.451,C20H30O2
C11897,304.4669,C20H32O2
C18356,304.2946,C16H16O6
C14854,284.3081,C20H12O2
C14828,314.4602,C18H34O4
C19827,294.429,C18H30O3
C16321,310.4284,C18H30O4
C17233,233.3708,C11H23NO2S
C17559,,C13H16O4(C5H8)n
C18286,268.3087,C20H12O
C19607,290.3557,C20H18O2
C19618,312.4443,C18H32O4
C20431,300.349,C18H20O4
C21561,304.4669,C20H32O2
C21562,304.4669,C20H32O2
C21699,,C14H18NO5R
C11986,919.1471,C46H82N2O16
C09833,286.2794,C16H14O5
C12631,288.2522,C15H12O6
C03195,300.4766,C18H36O3
C16190,286.2794,C16H14O5
C03935,288.3814,C18H24O3
C02355,306.166,C9H11N2O8P
C10343,270.2369,C15H10O5
C11785,271.3111,C16H17NO3
C02922,286.2794,C16H14O5
C16352,299.26,C11H15N4O6
C05822,323.1965,C9H14N3O8P
C20410,286.3688,C17H22N2O2
C11872,288.4675,C20H32O
C10521,284.2635,C16H12O5
C12134,286.2363,C15H10O6
C08532,287.3105,C16H17NO4
C17748,280.3594,C16H24O4
C16233,288.2522,C15H12O6
C17746,290.3542,C17H22O4
C20150,288.4675,C20H32O
C19859,,C13H18O3(C5H8)n
C20146,288.4675,C20H32O
C21473,292.2872,C14H16N2O5
C21696,,C14H20NO5R
C21675,,C12H20N2O5R2
C03531,,C7H10N2O3R2
C04264,275.1191,C9H7BrO3S
C17229,219.3442,C10H21NO2S
C21311,,C9H7O3SR
C20235,328.2357,C11H22O7P2
C04271,256.2534,C15H12O4
C04208,271.268,C15H13NO4
C07496,252.268,C15H12N2O2
